NOC,Year,Sport,Bronze,Gold,Silver,Total
ITA,2020,Boxing,1.0,0.0,0.0,1.0
ITA,2020,Canoe Sprint,0.0,0.0,1.0,1.0
ITA,2020,Cycling Road,1.0,0.0,0.0,1.0
ITA,2020,Cycling Track,1.0,6.0,0.0,7.0
ITA,2020,Fencing,8.0,0.0,6.0,14.0
ITA,2020,Judo,2.0,0.0,0.0,2.0
ITA,2020,Karate,1.0,1.0,0.0,2.0
ITA,2020,Marathon Swimming,1.0,0.0,0.0,1.0
ITA,2020,Rhythmic Gymnastics,5.0,0.0,0.0,5.0
ITA,2020,Rowing,6.0,2.0,0.0,8.0
ITA,2020,Sailing,0.0,2.0,0.0,2.0
ITA,2020,Shooting,0.0,0.0,1.0,1.0
ITA,2020,Swimming,7.0,0.0,6.0,13.0
ITA,2020,Taekwondo,0.0,1.0,0.0,1.0
ITA,2020,Weightlifting,2.0,0.0,1.0,3.0
ITA,2020,Wrestling,1.0,0.0,0.0,1.0
ITA,2024,Artistic Gymnastics,1.0,1.0,5.0,7.0
ITA,2024,Athletics,2.0,0.0,1.0,3.0
ITA,2024,Canoe Slalom,0.0,1.0,0.0,1.0
ITA,2024,Canoe Sprint,0.0,0.0,2.0,2.0
ITA,2024,Cycling Track,4.0,2.0,1.0,7.0
ITA,2024,Fencing,1.0,4.0,9.0,14.0
ITA,2024,Judo,0.0,1.0,0.0,1.0
ITA,2024,Modern Pentathlon,1.0,0.0,0.0,1.0
ITA,2024,Rhythmic Gymnastics,6.0,0.0,0.0,6.0
ITA,2024,Rowing,0.0,0.0,6.0,6.0
ITA,2024,Sailing,0.0,3.0,0.0,3.0
ITA,2024,Shooting,1.0,2.0,2.0,5.0
ITA,2024,Swimming,6.0,2.0,0.0,8.0
ITA,2024,Taekwondo,1.0,0.0,0.0,1.0
ITA,2024,Tennis,1.0,2.0,0.0,3.0
ITA,2024,Volleyball,0.0,13.0,0.0,13.0
ITA,2024,Weightlifting,1.0,0.0,0.0,1.0
JAM,1992,Athletics,1.0,0.0,3.0,4.0
JAM,1996,Athletics,12.0,1.0,3.0,16.0
JAM,2000,Athletics,3.0,0.0,20.0,23.0
JAM,2004,Athletics,6.0,6.0,1.0,13.0
JAM,2008,Athletics,6.0,5.0,3.0,14.0
JAM,2012,Athletics,8.0,8.0,9.0,25.0
JAM,2016,Athletics,2.0,11.0,17.0,30.0
JAM,2020,Athletics,11.0,9.0,1.0,21.0
JAM,2024,Athletics,2.0,1.0,3.0,6.0
JOR,2016,Taekwondo,0.0,1.0,0.0,1.0
JOR,2020,Karate,1.0,0.0,0.0,1.0
JOR,2020,Taekwondo,0.0,0.0,1.0,1.0
JOR,2024,Taekwondo,0.0,0.0,1.0,1.0
JPN,1992,Athletics,0.0,0.0,2.0,2.0
JPN,1992,Baseball,20.0,0.0,0.0,20.0
JPN,1992,Gymnastics,7.0,0.0,1.0,8.0
JPN,1992,Judo,4.0,2.0,4.0,10.0
JPN,1992,Shooting,1.0,0.0,1.0,2.0
JPN,1992,Swimming,0.0,1.0,0.0,1.0
JPN,1992,Synchronized Swimming,3.0,0.0,0.0,3.0
JPN,1992,Wrestling,1.0,0.0,0.0,1.0
JPN,1996,Athletics,1.0,0.0,0.0,1.0
JPN,1996,Baseball,0.0,0.0,20.0,20.0
JPN,1996,Cycling,1.0,0.0,0.0,1.0
JPN,1996,Judo,1.0,3.0,4.0,8.0
JPN,1996,Sailing,0.0,0.0,2.0,2.0
JPN,1996,Synchronized Swimming,9.0,0.0,0.0,9.0
JPN,1996,Wrestling,1.0,0.0,0.0,1.0
JPN,2000,Athletics,0.0,1.0,0.0,1.0
JPN,2000,Judo,2.0,4.0,2.0,8.0
JPN,2000,Softball,0.0,0.0,15.0,15.0
JPN,2000,Swimming,5.0,0.0,2.0,7.0
JPN,2000,Synchronized Swimming,0.0,0.0,11.0,11.0
JPN,2000,Taekwondo,1.0,0.0,0.0,1.0
JPN,2000,Wrestling,0.0,0.0,1.0,1.0
JPN,2004,Archery,0.0,0.0,1.0,1.0
JPN,2004,Athletics,0.0,2.0,0.0,2.0
JPN,2004,Baseball,24.0,0.0,0.0,24.0
JPN,2004,Cycling,0.0,0.0,3.0,3.0
JPN,2004,Gymnastics,2.0,6.0,1.0,9.0
JPN,2004,Judo,0.0,8.0,2.0,10.0
JPN,2004,Sailing,2.0,0.0,0.0,2.0
JPN,2004,Softball,14.0,0.0,0.0,14.0
JPN,2004,Swimming,7.0,3.0,1.0,11.0
JPN,2004,Synchronized Swimming,0.0,0.0,11.0,11.0
JPN,2004,Wrestling,3.0,2.0,1.0,6.0
JPN,2008,Athletics,0.0,0.0,4.0,4.0
JPN,2008,Cycling,1.0,0.0,0.0,1.0
JPN,2008,Fencing,0.0,0.0,1.0,1.0
JPN,2008,Gymnastics,0.0,0.0,7.0,7.0
JPN,2008,Judo,2.0,4.0,1.0,7.0
JPN,2008,Softball,0.0,15.0,0.0,15.0
JPN,2008,Swimming,6.0,2.0,0.0,8.0
JPN,2008,Synchronized Swimming,2.0,0.0,0.0,2.0
JPN,2008,Wrestling,2.0,2.0,2.0,6.0
JPN,2012,Archery,3.0,0.0,1.0,4.0
JPN,2012,Athletics,1.0,0.0,0.0,1.0
JPN,2012,Badminton,0.0,0.0,2.0,2.0
JPN,2012,Boxing,1.0,1.0,0.0,2.0
JPN,2012,Fencing,0.0,0.0,4.0,4.0
JPN,2012,Football,0.0,0.0,18.0,18.0
JPN,2012,Gymnastics,0.0,1.0,6.0,7.0
JPN,2012,Judo,3.0,1.0,3.0,7.0
JPN,2012,Swimming,11.0,0.0,6.0,17.0
JPN,2012,Table Tennis,0.0,0.0,3.0,3.0
JPN,2012,Volleyball,12.0,0.0,0.0,12.0
JPN,2012,Weightlifting,0.0,0.0,1.0,1.0
JPN,2012,Wrestling,2.0,4.0,0.0,6.0
JPN,2016,Athletics,1.0,0.0,4.0,5.0
JPN,2016,Badminton,1.0,2.0,0.0,3.0
JPN,2016,Canoeing,1.0,0.0,0.0,1.0
JPN,2016,Gymnastics,1.0,6.0,0.0,7.0
JPN,2016,Judo,8.0,3.0,1.0,12.0
JPN,2016,Swimming,6.0,2.0,2.0,10.0
JPN,2016,Synchronized Swimming,10.0,0.0,0.0,10.0
JPN,2016,Table Tennis,4.0,0.0,3.0,7.0
JPN,2016,Tennis,1.0,0.0,0.0,1.0
JPN,2016,Weightlifting,1.0,0.0,0.0,1.0
JPN,2016,Wrestling,0.0,4.0,3.0,7.0
JPN,2020,Archery,4.0,0.0,0.0,4.0
JPN,2020,Artistic Gymnastics,2.0,2.0,4.0,8.0
JPN,2020,Athletics,1.0,0.0,1.0,2.0
JPN,2020,Badminton,2.0,0.0,0.0,2.0
JPN,2020,Baseball/Softball,0.0,39.0,0.0,39.0
JPN,2020,Basketball,0.0,0.0,12.0,12.0
JPN,2020,Boxing,2.0,1.0,0.0,3.0
JPN,2020,Cycling Track,0.0,0.0,1.0,1.0
JPN,2020,Fencing,0.0,4.0,0.0,4.0
JPN,2020,Golf,0.0,0.0,1.0,1.0
JPN,2020,Judo,1.0,9.0,13.0,23.0
JPN,2020,Karate,1.0,1.0,1.0,3.0
JPN,2020,Skateboarding,1.0,3.0,1.0,5.0
JPN,2020,Sport Climbing,1.0,0.0,1.0,2.0
JPN,2020,Surfing,1.0,0.0,1.0,2.0
JPN,2020,Swimming,0.0,2.0,1.0,3.0
JPN,2020,Table Tennis,4.0,2.0,3.0,9.0
JPN,2020,Weightlifting,1.0,0.0,0.0,1.0
JPN,2020,Wrestling,1.0,5.0,1.0,7.0
JPN,2024,Artistic Gymnastics,1.0,7.0,0.0,8.0
JPN,2024,Athletics,0.0,1.0,0.0,1.0
JPN,2024,Badminton,4.0,0.0,0.0,4.0
JPN,2024,Breaking,0.0,1.0,0.0,1.0
JPN,2024,Diving,0.0,0.0,1.0,1.0
JPN,2024,Equestrian,4.0,0.0,0.0,4.0
JPN,2024,Fencing,8.0,5.0,4.0,17.0
JPN,2024,Golf,1.0,0.0,0.0,1.0
JPN,2024,Judo,3.0,3.0,15.0,21.0
JPN,2024,Modern Pentathlon,0.0,0.0,1.0,1.0
JPN,2024,Sailing,0.0,0.0,2.0,2.0
JPN,2024,Skateboarding,0.0,2.0,2.0,4.0
JPN,2024,Sport Climbing,0.0,0.0,1.0,1.0
JPN,2024,Swimming,0.0,0.0,1.0,1.0
JPN,2024,Table Tennis,1.0,0.0,3.0,4.0
JPN,2024,Wrestling,2.0,8.0,1.0,11.0
KAZ,1996,Boxing,2.0,1.0,1.0,4.0
KAZ,1996,Modern Pentathlon,0.0,1.0,0.0,1.0
KAZ,1996,Shooting,1.0,0.0,2.0,3.0
KAZ,1996,Weightlifting,0.0,0.0,1.0,1.0
KAZ,1996,Wrestling,1.0,1.0,0.0,2.0
KAZ,2000,Athletics,0.0,1.0,0.0,1.0
KAZ,2000,Boxing,0.0,2.0,2.0,4.0
KAZ,2000,Cycling,0.0,0.0,1.0,1.0
KAZ,2000,Wrestling,0.0,0.0,1.0,1.0
KAZ,2004,Athletics,1.0,0.0,0.0,1.0
KAZ,2004,Boxing,1.0,1.0,1.0,3.0
KAZ,2004,Weightlifting,0.0,0.0,1.0,1.0
KAZ,2004,Wrestling,1.0,0.0,2.0,3.0
KAZ,2008,Boxing,1.0,1.0,0.0,2.0
KAZ,2008,Judo,0.0,0.0,1.0,1.0
KAZ,2008,Taekwondo,1.0,0.0,0.0,1.0
KAZ,2008,Weightlifting,1.0,1.0,2.0,4.0
KAZ,2008,Wrestling,4.0,0.0,1.0,5.0
KAZ,2012,Athletics,0.0,1.0,0.0,1.0
KAZ,2012,Boxing,2.0,1.0,1.0,4.0
KAZ,2012,Cycling,0.0,1.0,0.0,1.0
KAZ,2012,Weightlifting,0.0,4.0,0.0,4.0
KAZ,2012,Wrestling,3.0,0.0,0.0,3.0
KAZ,2016,Athletics,1.0,0.0,0.0,1.0
KAZ,2016,Boxing,2.0,1.0,2.0,5.0
KAZ,2016,Judo,1.0,0.0,1.0,2.0
KAZ,2016,Swimming,0.0,1.0,0.0,1.0
KAZ,2016,Weightlifting,4.0,1.0,1.0,6.0
KAZ,2016,Wrestling,2.0,0.0,1.0,3.0
KAZ,2020,Boxing,2.0,0.0,0.0,2.0
KAZ,2020,Judo,1.0,0.0,0.0,1.0
KAZ,2020,Karate,2.0,0.0,0.0,2.0
KAZ,2020,Weightlifting,2.0,0.0,0.0,2.0
KAZ,2020,Wrestling,1.0,0.0,0.0,1.0
KAZ,2024,Artistic Gymnastics,0.0,0.0,1.0,1.0
KAZ,2024,Boxing,1.0,0.0,1.0,2.0
KAZ,2024,Judo,1.0,1.0,0.0,2.0
KAZ,2024,Shooting,2.0,0.0,0.0,2.0
KAZ,2024,Wrestling,0.0,0.0,1.0,1.0
KEN,1992,Athletics,2.0,2.0,4.0,8.0
KEN,1996,Athletics,3.0,1.0,4.0,8.0
KEN,2000,Athletics,2.0,2.0,3.0,7.0
KEN,2004,Athletics,2.0,1.0,4.0,7.0
KEN,2008,Athletics,5.0,6.0,4.0,15.0
KEN,2012,Athletics,5.0,2.0,4.0,11.0
KEN,2016,Athletics,1.0,6.0,6.0,13.0
KEN,2020,Athletics,2.0,4.0,4.0,10.0
KEN,2024,Athletics,5.0,4.0,2.0,11.0
KGZ,2000,Judo,1.0,0.0,0.0,1.0
KGZ,2008,Wrestling,1.0,0.0,1.0,2.0
KGZ,2020,Wrestling,1.0,0.0,2.0,3.0
KGZ,2024,Boxing,0.0,0.0,1.0,1.0
KGZ,2024,Wrestling,4.0,0.0,1.0,5.0
KOR,1992,Archery,0.0,4.0,2.0,6.0
KOR,1992,Athletics,0.0,1.0,0.0,1.0
KOR,1992,Badminton,2.0,4.0,1.0,7.0
KOR,1992,Boxing,2.0,0.0,0.0,2.0
KOR,1992,Gymnastics,1.0,0.0,0.0,1.0
KOR,1992,Handball,0.0,13.0,0.0,13.0
KOR,1992,Judo,2.0,1.0,1.0,4.0
KOR,1992,Shooting,0.0,2.0,0.0,2.0
KOR,1992,Table Tennis,8.0,0.0,0.0,8.0
KOR,1992,Weightlifting,0.0,1.0,0.0,1.0
KOR,1992,Wrestling,1.0,2.0,1.0,4.0
KOR,1996,Archery,1.0,4.0,3.0,8.0
KOR,1996,Athletics,0.0,0.0,1.0,1.0
KOR,1996,Badminton,0.0,3.0,4.0,7.0
KOR,1996,Boxing,0.0,0.0,1.0,1.0
KOR,1996,Gymnastics,0.0,0.0,1.0,1.0
KOR,1996,Handball,0.0,0.0,16.0,16.0
KOR,1996,Hockey,0.0,0.0,16.0,16.0
KOR,1996,Judo,2.0,2.0,4.0,8.0
KOR,1996,Table Tennis,4.0,0.0,0.0,4.0
KOR,1996,Wrestling,0.0,1.0,3.0,4.0
KOR,2000,Archery,1.0,7.0,1.0,9.0
KOR,2000,Badminton,2.0,0.0,2.0,4.0
KOR,2000,Baseball,24.0,0.0,0.0,24.0
KOR,2000,Fencing,1.0,1.0,0.0,2.0
KOR,2000,Gymnastics,1.0,0.0,1.0,2.0
KOR,2000,Hockey,0.0,0.0,16.0,16.0
KOR,2000,Judo,3.0,0.0,2.0,5.0
KOR,2000,Shooting,0.0,0.0,1.0,1.0
KOR,2000,Table Tennis,2.0,0.0,0.0,2.0
KOR,2000,Taekwondo,0.0,3.0,1.0,4.0
KOR,2000,Wrestling,1.0,1.0,2.0,4.0
KOR,2004,Archery,0.0,7.0,1.0,8.0
KOR,2004,Badminton,2.0,2.0,3.0,7.0
KOR,2004,Boxing,2.0,0.0,0.0,2.0
KOR,2004,Gymnastics,1.0,0.0,1.0,2.0
KOR,2004,Handball,0.0,0.0,15.0,15.0
KOR,2004,Judo,1.0,1.0,1.0,3.0
KOR,2004,Shooting,1.0,0.0,2.0,3.0
KOR,2004,Table Tennis,1.0,1.0,2.0,4.0
KOR,2004,Taekwondo,2.0,2.0,0.0,4.0
KOR,2004,Weightlifting,0.0,0.0,2.0,2.0
KOR,2004,Wrestling,0.0,1.0,1.0,2.0
KOR,2008,Archery,1.0,6.0,2.0,9.0
KOR,2008,Badminton,2.0,2.0,2.0,6.0
KOR,2008,Baseball,0.0,24.0,0.0,24.0
KOR,2008,Boxing,1.0,0.0,0.0,1.0
KOR,2008,Fencing,0.0,0.0,1.0,1.0
KOR,2008,Gymnastics,0.0,0.0,1.0,1.0
KOR,2008,Handball,14.0,0.0,0.0,14.0
KOR,2008,Judo,1.0,1.0,2.0,4.0
KOR,2008,Shooting,0.0,1.0,1.0,2.0
KOR,2008,Swimming,0.0,1.0,1.0,2.0
KOR,2008,Table Tennis,6.0,0.0,0.0,6.0
KOR,2008,Taekwondo,0.0,4.0,0.0,4.0
KOR,2008,Weightlifting,0.0,2.0,1.0,3.0
KOR,2008,Wrestling,1.0,0.0,0.0,1.0
KOR,2012,Archery,3.0,5.0,0.0,8.0
KOR,2012,Badminton,2.0,0.0,0.0,2.0
KOR,2012,Boxing,0.0,0.0,1.0,1.0
KOR,2012,Fencing,6.0,5.0,4.0,15.0
KOR,2012,Football,18.0,0.0,0.0,18.0
KOR,2012,Gymnastics,0.0,1.0,0.0,1.0
KOR,2012,Judo,1.0,2.0,0.0,3.0
KOR,2012,Shooting,0.0,3.0,2.0,5.0
KOR,2012,Swimming,0.0,0.0,2.0,2.0
KOR,2012,Table Tennis,0.0,0.0,3.0,3.0
KOR,2012,Taekwondo,0.0,1.0,1.0,2.0
KOR,2012,Wrestling,0.0,1.0,0.0,1.0
KOR,2016,Archery,1.0,8.0,0.0,9.0
KOR,2016,Badminton,2.0,0.0,0.0,2.0
KOR,2016,Fencing,1.0,1.0,0.0,2.0
KOR,2016,Golf,0.0,1.0,0.0,1.0
KOR,2016,Judo,1.0,0.0,2.0,3.0
KOR,2016,Shooting,0.0,1.0,1.0,2.0
KOR,2016,Taekwondo,3.0,2.0,0.0,5.0
KOR,2016,Weightlifting,1.0,0.0,0.0,1.0
KOR,2016,Wrestling,1.0,0.0,0.0,1.0
KOR,2020,Archery,0.0,9.0,0.0,9.0
KOR,2020,Artistic Gymnastics,1.0,1.0,0.0,2.0
KOR,2020,Badminton,2.0,0.0,0.0,2.0
KOR,2020,Fencing,9.0,4.0,4.0,17.0
KOR,2020,Judo,2.0,0.0,1.0,3.0
KOR,2020,Modern Pentathlon,1.0,0.0,0.0,1.0
KOR,2020,Shooting,0.0,0.0,1.0,1.0
KOR,2020,Taekwondo,2.0,0.0,1.0,3.0
KOR,2024,Archery,1.0,10.0,1.0,12.0
KOR,2024,Badminton,0.0,1.0,2.0,3.0
KOR,2024,Boxing,1.0,0.0,0.0,1.0
KOR,2024,Fencing,0.0,5.0,4.0,9.0
KOR,2024,Judo,13.0,0.0,2.0,15.0
KOR,2024,Modern Pentathlon,1.0,0.0,0.0,1.0
KOR,2024,Shooting,0.0,3.0,4.0,7.0
KOR,2024,Swimming,1.0,0.0,0.0,1.0
KOR,2024,Table Tennis,5.0,0.0,0.0,5.0
KOR,2024,Taekwondo,1.0,2.0,0.0,3.0
KOR,2024,Weightlifting,0.0,0.0,1.0,1.0
KOS,2016,Judo,0.0,1.0,0.0,1.0
KOS,2020,Judo,0.0,2.0,0.0,2.0
KOS,2024,Judo,1.0,0.0,1.0,2.0
KSA,2000,Athletics,0.0,0.0,1.0,1.0
KSA,2000,Equestrianism,1.0,0.0,0.0,1.0
KSA,2012,Equestrianism,4.0,0.0,0.0,4.0
KSA,2020,Karate,0.0,0.0,1.0,1.0
KUW,2000,Shooting,1.0,0.0,0.0,1.0
KUW,2012,Shooting,1.0,0.0,0.0,1.0
KUW,2020,Shooting,1.0,0.0,0.0,1.0
LAT,1992,Canoeing,0.0,0.0,1.0,1.0
LAT,1992,Cycling,1.0,0.0,0.0,1.0
LAT,1992,Shooting,0.0,0.0,1.0,1.0
LAT,1996,Canoeing,0.0,0.0,1.0,1.0
LAT,2000,Athletics,0.0,0.0,1.0,1.0
LAT,2000,Gymnastics,0.0,1.0,0.0,1.0
LAT,2000,Judo,1.0,0.0,0.0,1.0
LAT,2004,Athletics,0.0,0.0,1.0,1.0
LAT,2004,Gymnastics,0.0,0.0,1.0,1.0
LAT,2004,Modern Pentathlon,0.0,0.0,1.0,1.0
LAT,2004,Weightlifting,0.0,0.0,1.0,1.0
LAT,2008,Athletics,0.0,0.0,1.0,1.0
LAT,2008,Cycling,0.0,1.0,0.0,1.0
LAT,2008,Weightlifting,1.0,0.0,0.0,1.0
LAT,2012,Beach Volleyball,2.0,0.0,0.0,2.0
LAT,2012,Cycling,0.0,1.0,0.0,1.0
LAT,2020,3x3 Basketball,0.0,4.0,0.0,4.0
LAT,2020,Weightlifting,1.0,0.0,0.0,1.0
LCA,2024,Athletics,0.0,1.0,1.0,2.0
LTU,1992,Athletics,0.0,1.0,0.0,1.0
LTU,1992,Basketball,12.0,0.0,0.0,12.0
LTU,1996,Basketball,11.0,0.0,0.0,11.0
LTU,2000,Athletics,0.0,1.0,0.0,1.0
LTU,2000,Basketball,12.0,0.0,0.0,12.0
LTU,2000,Cycling,1.0,0.0,0.0,1.0
LTU,2000,Rowing,2.0,0.0,0.0,2.0
LTU,2000,Shooting,0.0,1.0,0.0,1.0
LTU,2004,Athletics,0.0,1.0,1.0,2.0
LTU,2004,Modern Pentathlon,0.0,0.0,1.0,1.0
LTU,2008,Athletics,1.0,0.0,0.0,1.0
LTU,2008,Modern Pentathlon,1.0,0.0,1.0,2.0
LTU,2008,Sailing,0.0,0.0,1.0,1.0
LTU,2008,Wrestling,1.0,0.0,0.0,1.0
LTU,2012,Boxing,1.0,0.0,0.0,1.0
LTU,2012,Canoeing,0.0,0.0,1.0,1.0
LTU,2012,Modern Pentathlon,0.0,1.0,0.0,1.0
LTU,2012,Swimming,0.0,1.0,0.0,1.0
LTU,2012,Wrestling,1.0,0.0,0.0,1.0
LTU,2016,Canoeing,2.0,0.0,0.0,2.0
LTU,2016,Rowing,2.0,0.0,2.0,4.0
LTU,2016,Weightlifting,1.0,0.0,0.0,1.0
LTU,2020,Modern Pentathlon,0.0,0.0,1.0,1.0
LTU,2024,3x3 Basketball,4.0,0.0,0.0,4.0
LTU,2024,Athletics,0.0,0.0,1.0,1.0
LTU,2024,Breaking,0.0,0.0,1.0,1.0
LTU,2024,Rowing,1.0,0.0,0.0,1.0
MAR,1992,Athletics,0.0,1.0,1.0,2.0
MAR,1992,Boxing,1.0,0.0,0.0,1.0
MAR,1996,Athletics,2.0,0.0,0.0,2.0
MAR,2000,Athletics,3.0,0.0,1.0,4.0
MAR,2000,Boxing,1.0,0.0,0.0,1.0
MAR,2004,Athletics,0.0,2.0,1.0,3.0
MAR,2008,Athletics,1.0,0.0,1.0,2.0
MAR,2012,Athletics,1.0,0.0,0.0,1.0
MAR,2016,Boxing,1.0,0.0,0.0,1.0
MAR,2020,Athletics,0.0,1.0,0.0,1.0
MAR,2024,Athletics,0.0,1.0,0.0,1.0
MAR,2024,Football,19.0,0.0,0.0,19.0
MAS,1992,Badminton,2.0,0.0,0.0,2.0
MAS,1996,Badminton,1.0,0.0,2.0,3.0
MAS,2008,Badminton,0.0,0.0,1.0,1.0
MAS,2012,Badminton,0.0,0.0,1.0,1.0
MAS,2012,Diving,1.0,0.0,0.0,1.0
MAS,2016,Badminton,0.0,0.0,5.0,5.0
MAS,2016,Cycling,1.0,0.0,0.0,1.0
MAS,2016,Diving,0.0,0.0,2.0,2.0
MAS,2020,Badminton,2.0,0.0,0.0,2.0
MAS,2020,Cycling Track,0.0,0.0,1.0,1.0
MAS,2024,Badminton,3.0,0.0,0.0,3.0
MDA,1996,Canoeing,0.0,0.0,2.0,2.0
MDA,1996,Wrestling,1.0,0.0,0.0,1.0
MDA,2000,Boxing,1.0,0.0,0.0,1.0
MDA,2000,Shooting,0.0,0.0,1.0,1.0
MDA,2008,Boxing,1.0,0.0,0.0,1.0
MDA,2012,Weightlifting,2.0,0.0,0.0,2.0
MDA,2020,Canoe Sprint,1.0,0.0,0.0,1.0
MDA,2024,Canoe Sprint,1.0,0.0,0.0,1.0
MDA,2024,Judo,2.0,0.0,0.0,2.0
MDA,2024,Wrestling,0.0,0.0,1.0,1.0
MEX,1992,Athletics,0.0,0.0,1.0,1.0
MEX,1996,Athletics,1.0,0.0,0.0,1.0
MEX,2000,Athletics,1.0,0.0,1.0,2.0
MEX,2000,Boxing,1.0,0.0,0.0,1.0
MEX,2000,Diving,0.0,0.0,1.0,1.0
MEX,2000,Taekwondo,1.0,0.0,0.0,1.0
MEX,2000,Weightlifting,0.0,1.0,0.0,1.0
MEX,2004,Athletics,0.0,0.0,1.0,1.0
MEX,2004,Cycling,0.0,0.0,1.0,1.0
MEX,2004,Taekwondo,1.0,0.0,1.0,2.0
MEX,2008,Diving,2.0,0.0,0.0,2.0
MEX,2008,Taekwondo,0.0,2.0,0.0,2.0
MEX,2012,Archery,1.0,0.0,1.0,2.0
MEX,2012,Diving,1.0,0.0,4.0,5.0
MEX,2012,Football,0.0,16.0,0.0,16.0
MEX,2012,Taekwondo,1.0,0.0,0.0,1.0
MEX,2016,Athletics,0.0,0.0,1.0,1.0
MEX,2016,Boxing,1.0,0.0,0.0,1.0
MEX,2016,Diving,0.0,0.0,1.0,1.0
MEX,2016,Modern Pentathlon,1.0,0.0,0.0,1.0
MEX,2016,Taekwondo,0.0,0.0,1.0,1.0
MEX,2020,Archery,2.0,0.0,0.0,2.0
MEX,2020,Diving,2.0,0.0,0.0,2.0
MEX,2020,Football,22.0,0.0,0.0,22.0
MEX,2020,Weightlifting,1.0,0.0,0.0,1.0
MEX,2024,Archery,3.0,0.0,0.0,3.0
MEX,2024,Boxing,0.0,0.0,1.0,1.0
MEX,2024,Diving,1.0,0.0,2.0,3.0
MEX,2024,Judo,0.0,0.0,1.0,1.0
MGL,1992,Boxing,1.0,0.0,0.0,1.0
MGL,1992,Shooting,1.0,0.0,0.0,1.0
MGL,1996,Judo,1.0,0.0,0.0,1.0
MGL,2004,Judo,1.0,0.0,0.0,1.0
MGL,2008,Boxing,0.0,1.0,1.0,2.0
MGL,2008,Judo,0.0,1.0,0.0,1.0
MGL,2008,Shooting,0.0,0.0,1.0,1.0
MGL,2012,Boxing,1.0,0.0,1.0,2.0
MGL,2012,Judo,1.0,0.0,1.0,2.0
MGL,2012,Wrestling,1.0,0.0,0.0,1.0
MGL,2016,Boxing,1.0,0.0,0.0,1.0
MGL,2016,Judo,0.0,0.0,1.0,1.0
MGL,2020,Judo,2.0,0.0,1.0,3.0
MGL,2020,Wrestling,1.0,0.0,0.0,1.0
MGL,2024,Judo,0.0,0.0,1.0,1.0
MKD,2000,Wrestling,1.0,0.0,0.0,1.0
MKD,2020,Taekwondo,0.0,0.0,1.0,1.0
MNE,2012,Handball,0.0,0.0,14.0,14.0
MOZ,1996,Athletics,1.0,0.0,0.0,1.0
MOZ,2000,Athletics,0.0,1.0,0.0,1.0
MRI,2008,Boxing,1.0,0.0,0.0,1.0
NAM,1992,Athletics,0.0,0.0,2.0,2.0
NAM,1996,Athletics,0.0,0.0,2.0,2.0
NAM,2020,Athletics,0.0,0.0,1.0,1.0
NED,1992,Athletics,0.0,1.0,0.0,1.0
NED,1992,Boxing,1.0,0.0,1.0,2.0
NED,1992,Cycling,2.0,0.0,2.0,4.0
NED,1992,Equestrianism,0.0,4.0,5.0,9.0
NED,1992,Judo,2.0,0.0,0.0,2.0
NED,1992,Rowing,2.0,0.0,0.0,2.0
NED,1992,Sailing,1.0,0.0,0.0,1.0
NED,1992,Volleyball,0.0,0.0,12.0,12.0
NED,1996,Cycling,1.0,1.0,1.0,3.0
NED,1996,Equestrianism,1.0,0.0,5.0,6.0
NED,1996,Hockey,16.0,16.0,0.0,32.0
NED,1996,Judo,3.0,0.0,0.0,3.0
NED,1996,Rowing,2.0,9.0,2.0,13.0
NED,1996,Sailing,1.0,0.0,1.0,2.0
NED,1996,Swimming,2.0,0.0,0.0,2.0
NED,1996,Volleyball,0.0,12.0,0.0,12.0
NED,2000,Archery,1.0,0.0,0.0,1.0
NED,2000,Cycling,0.0,3.0,1.0,4.0
NED,2000,Equestrianism,0.0,2.0,5.0,7.0
NED,2000,Hockey,16.0,16.0,0.0,32.0
NED,2000,Judo,0.0,1.0,0.0,1.0
NED,2000,Rowing,0.0,0.0,15.0,15.0
NED,2000,Sailing,0.0,0.0,1.0,1.0
NED,2000,Swimming,6.0,5.0,5.0,16.0
NED,2000,Tennis,0.0,0.0,2.0,2.0
NED,2004,Badminton,0.0,0.0,1.0,1.0
NED,2004,Cycling,2.0,1.0,1.0,4.0
NED,2004,Equestrianism,0.0,1.0,0.0,1.0
NED,2004,Hockey,0.0,0.0,32.0,32.0
NED,2004,Judo,3.0,0.0,1.0,4.0
NED,2004,Rowing,11.0,0.0,9.0,20.0
NED,2004,Swimming,6.0,2.0,7.0,15.0
NED,2008,Cycling,0.0,1.0,0.0,1.0
NED,2008,Equestrianism,0.0,1.0,3.0,4.0
NED,2008,Hockey,0.0,16.0,0.0,16.0
NED,2008,Judo,4.0,0.0,1.0,5.0
NED,2008,Rowing,0.0,2.0,9.0,11.0
NED,2008,Sailing,0.0,0.0,5.0,5.0
NED,2008,Swimming,0.0,7.0,0.0,7.0
NED,2008,Water Polo,0.0,12.0,0.0,12.0
NED,2012,Cycling,2.0,1.0,0.0,3.0
NED,2012,Equestrianism,3.0,0.0,6.0,9.0
NED,2012,Gymnastics,0.0,1.0,0.0,1.0
NED,2012,Hockey,0.0,16.0,17.0,33.0
NED,2012,Judo,2.0,0.0,0.0,2.0
NED,2012,Rowing,9.0,0.0,0.0,9.0
NED,2012,Sailing,2.0,1.0,1.0,4.0
NED,2012,Swimming,1.0,2.0,5.0,8.0
NED,2016,Athletics,0.0,0.0,1.0,1.0
